"Plot Title: Ridge_ground"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20298810, SEN S/N: 20298810)","RH, % (LGR S/N: 20298810, SEN S/N: 20298810)","DewPt, °C (LGR S/N: 20298810, SEN S/N: 20298810)"
6284,05/25/24 04:45:00 PM,25.817,69.333,19.952
6285,05/25/24 05:00:00 PM,25.574,71.048,20.092
6286,05/25/24 05:15:00 PM,25.404,71.432,20.011
6287,05/25/24 05:30:00 PM,24.968,72.828,19.884
6288,05/25/24 05:45:00 PM,24.871,74.484,20.131
6289,05/25/24 06:00:00 PM,25.113,76.982,20.865
6290,05/25/24 06:15:00 PM,24.823,73.771,19.938
6291,05/25/24 06:30:00 PM,24.629,74.056,19.810
6292,05/25/24 06:45:00 PM,24.436,75.625,19.939
6293,05/25/24 07:00:00 PM,24.243,77.269,20.075
6294,05/25/24 07:15:00 PM,24.050,78.124,20.052
6295,05/25/24 07:30:00 PM,24.219,80.911,20.741
6296,05/25/24 07:45:00 PM,23.930,81.134,20.499
6297,05/25/24 08:00:00 PM,23.761,80.870,20.286
6298,05/25/24 08:15:00 PM,23.521,81.557,20.176
6299,05/25/24 08:30:00 PM,23.112,84.006,20.214
6300,05/25/24 08:45:00 PM,22.753,85.239,20.074
6301,05/25/24 09:00:00 PM,22.298,86.440,19.830
6302,05/25/24 09:15:00 PM,21.819,88.229,19.656
6303,05/25/24 09:30:00 PM,21.199,91.155,19.511
6304,05/25/24 09:45:00 PM,20.960,92.066,19.416
6305,05/25/24 10:00:00 PM,20.913,92.833,19.487
6306,05/25/24 10:15:00 PM,20.579,93.550,19.264
6307,05/25/24 10:30:00 PM,20.627,93.589,19.318
6308,05/25/24 10:45:00 PM,20.198,94.543,19.033
6309,05/25/24 11:00:00 PM,20.126,95.107,19.046
6310,05/25/24 11:15:00 PM,19.841,95.666,18.843
6311,05/25/24 11:30:00 PM,19.603,96.129,18.673
6312,05/25/24 11:45:00 PM,19.674,96.463,18.792
6313,05/26/24 12:00:00 AM,19.532,96.582,18.667
6314,05/26/24 12:15:00 AM,19.365,96.774,18.528
6315,05/26/24 12:30:00 AM,19.222,97.128,18.436
6316,05/26/24 12:45:00 AM,19.199,97.382,18.448
6317,05/26/24 01:00:00 AM,19.103,97.565,18.379
6318,05/26/24 01:15:00 AM,18.937,97.650,18.224
6319,05/26/24 01:30:00 AM,19.032,97.858,18.349
6320,05/26/24 01:45:00 AM,19.032,98.013,18.371
6321,05/26/24 02:00:00 AM,18.985,98.156,18.343
6322,05/26/24 02:15:00 AM,18.842,98.273,18.217
6323,05/26/24 02:30:00 AM,18.604,98.287,17.980
6324,05/26/24 02:45:00 AM,18.604,98.468,18.005
6325,05/26/24 03:00:00 AM,18.366,98.610,17.787
6326,05/26/24 03:15:00 AM,18.390,98.668,17.819
6327,05/26/24 03:30:00 AM,18.271,98.688,17.702
6328,05/26/24 03:45:00 AM,18.343,98.862,17.798
6329,05/26/24 04:00:00 AM,18.295,98.952,17.762
6330,05/26/24 04:15:00 AM,18.628,98.991,18.102
6331,05/26/24 04:30:00 AM,18.366,98.946,17.833
6332,05/26/24 04:45:00 AM,18.295,98.978,17.766
6333,05/26/24 05:00:00 AM,18.271,98.997,17.745
6334,05/26/24 05:15:00 AM,18.152,98.965,17.621
6335,05/26/24 05:30:00 AM,17.986,99.125,17.476
6336,05/26/24 05:45:00 AM,17.891,99.202,17.391
6337,05/26/24 06:00:00 AM,18.057,99.247,17.564
6338,05/26/24 06:15:00 AM,18.057,99.324,17.575
6339,05/26/24 06:30:00 AM,18.010,99.337,17.529
6340,05/26/24 06:45:00 AM,17.867,99.349,17.387
6341,05/26/24 07:00:00 AM,18.129,99.421,17.660
6342,05/26/24 07:15:00 AM,18.295,99.363,17.819
6343,05/26/24 07:30:00 AM,18.414,99.293,17.929
6344,05/26/24 07:45:00 AM,18.771,99.029,18.251
6345,05/26/24 08:00:00 AM,19.365,98.751,18.809
6346,05/26/24 08:15:00 AM,19.793,98.009,19.134
6347,05/26/24 08:30:00 AM,20.365,96.801,19.533
6348,05/26/24 08:45:00 AM,20.936,95.554,19.922
6349,05/26/24 09:00:00 AM,21.509,94.666,20.361
6350,05/26/24 09:15:00 AM,22.178,93.015,20.776
6351,05/26/24 09:30:00 AM,23.040,90.108,21.172
6352,05/26/24 09:45:00 AM,23.497,89.588,21.540
6353,05/26/24 10:00:00 AM,23.881,86.750,21.446
6354,05/26/24 10:15:00 AM,24.267,84.769,21.484
6355,05/26/24 10:30:00 AM,24.750,84.794,21.963
6356,05/26/24 10:45:00 AM,25.404,83.584,22.391
6357,05/26/24 11:00:00 AM,24.774,80.401,21.190
6358,05/26/24 11:15:00 AM,24.919,81.745,21.581
6359,05/26/24 11:30:00 AM,24.557,81.980,21.268
6360,05/26/24 11:45:00 AM,25.234,81.442,21.833
6361,05/26/24 12:00:00 PM,25.695,79.762,21.969
6362,05/26/24 12:15:00 PM,25.137,80.506,21.564
6363,05/26/24 12:30:00 PM,25.574,80.053,21.906
6364,05/26/24 12:45:00 PM,25.695,80.337,22.078
6365,05/26/24 01:00:00 PM,26.182,79.287,22.354
6366,05/26/24 01:15:00 PM,26.353,75.479,21.769
6367,05/26/24 01:30:00 PM,26.134,76.839,21.828
6368,05/26/24 01:45:00 PM,26.109,75.548,21.546
6369,05/26/24 02:00:00 PM,25.793,76.450,21.420
6370,05/26/24 02:15:00 PM,25.162,78.527,21.212
6371,05/26/24 02:30:00 PM,24.871,77.947,20.817
6372,05/26/24 02:45:00 PM,24.146,81.095,20.704
6373,05/26/24 03:00:00 PM,16.892,93.565,15.590
6374,05/26/24 03:15:00 PM,17.130,94.987,16.034
6375,05/26/24 03:30:00 PM,16.773,96.220,15.853
6376,05/26/24 03:45:00 PM,16.630,96.674,15.774
6377,05/26/24 04:00:00 PM,16.630,97.061,15.829
6378,05/26/24 04:15:00 PM,16.820,97.370,16.063
6379,05/26/24 04:30:00 PM,16.749,97.608,16.024
6380,05/26/24 04:45:00 PM,16.892,97.955,16.216
6381,05/26/24 05:00:00 PM,16.868,98.308,16.241
6382,05/26/24 05:15:00 PM,16.963,98.129,16.311
6383,05/26/24 05:30:00 PM,16.892,98.109,16.237
6384,05/26/24 05:45:00 PM,16.844,97.634,16.123
6385,05/26/24 06:00:00 PM,16.844,96.757,16.001
6386,05/26/24 06:15:00 PM,16.868,97.305,16.101
6387,05/26/24 06:30:00 PM,17.582,92.501,16.120
6388,05/26/24 06:45:00 PM,17.938,91.370,16.304
6389,05/26/24 07:00:00 PM,18.176,89.744,16.289
6390,05/26/24 07:15:00 PM,17.962,90.308,16.164
6391,05/26/24 07:30:00 PM,17.772,91.249,16.120
6392,05/26/24 07:45:00 PM,17.463,93.316,16.122
6393,05/26/24 08:00:00 PM,17.582,94.660,16.438
6394,05/26/24 08:15:00 PM,18.247,90.538,16.483
6395,05/26/24 08:30:00 PM,18.414,88.211,16.283
6396,05/26/24 08:45:00 PM,18.485,88.444,16.391
6397,05/26/24 09:00:00 PM,17.891,89.674,15.995
6398,05/26/24 09:15:00 PM,17.558,90.876,15.850
6399,05/26/24 09:30:00 PM,17.701,89.976,15.853
6400,05/26/24 09:45:00 PM,17.534,90.123,15.711
6401,05/26/24 10:00:00 PM,17.272,90.512,15.511
6402,05/26/24 10:15:00 PM,16.987,92.457,15.521
6403,05/26/24 10:30:00 PM,17.415,91.665,15.828
6404,05/26/24 10:45:00 PM,16.939,92.445,15.472
6405,05/26/24 11:00:00 PM,16.677,93.405,15.353
6406,05/26/24 11:15:00 PM,16.534,94.363,15.350
6407,05/26/24 11:30:00 PM,16.654,94.551,15.496
6408,05/26/24 11:45:00 PM,16.749,93.921,15.499
6409,05/27/24 12:00:00 AM,17.843,91.346,16.206
6410,05/27/24 12:15:00 AM,18.295,90.121,16.466
6411,05/27/24 12:30:00 AM,18.771,88.052,16.610
6412,05/27/24 12:45:00 AM,19.151,87.190,16.847
6413,05/27/24 01:00:00 AM,19.080,87.772,16.871
6414,05/27/24 01:15:00 AM,19.793,86.192,17.318
6415,05/27/24 01:30:00 AM,19.484,86.832,17.118
6416,05/27/24 01:45:00 AM,20.174,85.399,17.561
6417,05/27/24 02:00:00 AM,20.484,84.945,17.789
6418,05/27/24 02:15:00 AM,20.627,84.396,17.836
6419,05/27/24 02:30:00 AM,21.127,83.674,18.204
6420,05/27/24 02:45:00 AM,18.985,86.196,16.520
6421,05/27/24 03:00:00 AM,16.630,93.209,15.276
6422,05/27/24 03:15:00 AM,16.344,95.459,15.317
6423,05/27/24 03:30:00 AM,16.249,96.030,15.302
6424,05/27/24 03:45:00 AM,16.082,96.709,15.231
6425,05/27/24 04:00:00 AM,16.034,97.314,15.267
6426,05/27/24 04:15:00 AM,16.034,97.827,15.338
6427,05/27/24 04:30:00 AM,16.010,98.179,15.362
6428,05/27/24 04:45:00 AM,15.963,98.268,15.327
6429,05/27/24 05:00:00 AM,15.915,98.511,15.312
6430,05/27/24 05:15:00 AM,15.891,98.606,15.301
6431,05/27/24 05:30:00 AM,15.986,98.479,15.380
6432,05/27/24 05:45:00 AM,15.796,97.865,15.104
6433,05/27/24 06:00:00 AM,15.843,97.750,15.136
6434,05/27/24 06:15:00 AM,15.796,97.916,15.111
6435,05/27/24 06:30:00 AM,15.915,97.333,15.150
6436,05/27/24 06:45:00 AM,16.082,95.390,15.045
6437,05/27/24 07:00:00 AM,16.368,93.824,15.105
6438,05/27/24 07:15:00 AM,16.558,91.557,14.960
6439,05/27/24 07:30:00 AM,16.129,94.311,14.938
6440,05/27/24 07:45:00 AM,16.415,93.940,15.170
6441,05/27/24 08:00:00 AM,16.129,94.753,15.001
6442,05/27/24 08:15:00 AM,16.463,93.848,15.204
6443,05/27/24 08:30:00 AM,16.725,92.602,15.282
6444,05/27/24 08:45:00 AM,16.749,92.845,15.341
6445,05/27/24 09:00:00 AM,17.320,91.323,15.682
6446,05/27/24 09:15:00 AM,17.986,89.697,16.093
6447,05/27/24 09:30:00 AM,18.176,87.883,15.995
6448,05/27/24 09:45:00 AM,18.771,86.801,16.408
6449,05/27/24 10:00:00 AM,18.985,87.151,16.677
6450,05/27/24 10:15:00 AM,19.294,87.088,16.972
6451,05/27/24 10:30:00 AM,19.460,85.566,16.885
6452,05/27/24 10:45:00 AM,19.817,83.076,16.813
6453,05/27/24 11:00:00 AM,19.698,85.785,17.156
6454,05/27/24 11:15:00 AM,20.269,83.899,17.400
6455,05/27/24 11:30:00 AM,20.817,83.661,17.897
6456,05/27/24 11:45:00 AM,20.889,82.448,17.756
6457,05/27/24 12:00:00 PM,20.817,83.549,17.878
6458,05/27/24 12:15:00 PM,20.603,82.413,17.469
6459,05/27/24 12:30:00 PM,20.627,81.185,17.275
6460,05/27/24 12:45:00 PM,20.674,82.317,17.522
6461,05/27/24 01:00:00 PM,21.915,81.774,18.642
6462,05/27/24 01:15:00 PM,22.657,78.267,18.722
6463,05/27/24 01:30:00 PM,22.465,77.367,18.364
6464,05/27/24 01:45:00 PM,23.713,76.959,19.499
6465,05/27/24 02:00:00 PM,23.569,74.230,18.819
6466,05/27/24 02:15:00 PM,22.896,77.340,18.778
6467,05/27/24 02:30:00 PM,23.016,79.914,19.381
6468,05/27/24 02:45:00 PM,23.833,77.041,19.632
6469,05/27/24 03:00:00 PM,24.895,71.455,19.525
6470,05/27/24 03:15:00 PM,23.809,72.225,18.641
6471,05/27/24 03:30:00 PM,24.677,71.563,19.339
6472,05/27/24 03:45:00 PM,24.726,73.958,19.883
6473,05/27/24 04:00:00 PM,24.267,70.983,18.820
6474,05/27/24 04:15:00 PM,24.581,70.002,18.912
6475,05/27/24 04:30:00 PM,25.355,66.152,18.794
6476,05/27/24 04:45:00 PM,25.234,65.617,18.554
6477,05/27/24 05:00:00 PM,24.412,66.682,18.014
6478,05/27/24 05:15:00 PM,25.137,65.722,18.486
6479,05/27/24 05:30:00 PM,24.532,64.922,17.724
6480,05/27/24 05:45:00 PM,24.388,65.139,17.637
6481,05/27/24 06:00:00 PM,24.702,62.701,17.356
6482,05/27/24 06:15:00 PM,24.339,65.071,17.575
6483,05/27/24 06:30:00 PM,24.291,66.600,17.881
6484,05/27/24 06:45:00 PM,24.291,65.274,17.576
6485,05/27/24 07:00:00 PM,23.809,67.026,17.517
6486,05/27/24 07:15:00 PM,23.954,66.752,17.593
6487,05/27/24 07:30:00 PM,23.665,68.436,17.692
6488,05/27/24 07:45:00 PM,23.569,68.776,17.674
6489,05/27/24 08:00:00 PM,23.400,69.459,17.661
6490,05/27/24 08:15:00 PM,22.753,71.583,17.488
6491,05/27/24 08:30:00 PM,22.585,72.402,17.496
6492,05/27/24 08:45:00 PM,22.537,72.510,17.472
6493,05/27/24 09:00:00 PM,22.298,73.253,17.392
6494,05/27/24 09:15:00 PM,22.274,73.627,17.445
6495,05/27/24 09:30:00 PM,22.321,73.607,17.487
6496,05/27/24 09:45:00 PM,22.058,74.486,17.408
6497,05/27/24 10:00:00 PM,22.011,74.737,17.411
6498,05/27/24 10:15:00 PM,21.724,75.605,17.304
6499,05/27/24 10:30:00 PM,21.676,73.714,16.884
6500,05/27/24 10:45:00 PM,21.461,73.846,16.703
6501,05/27/24 11:00:00 PM,21.103,74.991,16.582
6502,05/27/24 11:15:00 PM,20.603,77.357,16.550
6503,05/27/24 11:30:00 PM,20.126,79.500,16.482
6504,05/27/24 11:45:00 PM,19.555,82.517,16.459
6505,05/28/24 12:00:00 AM,18.509,87.420,16.250
6506,05/28/24 12:15:00 AM,19.936,79.826,16.355
6507,05/28/24 12:30:00 AM,19.318,81.405,16.032
6508,05/28/24 12:45:00 AM,18.985,82.029,15.815
6509,05/28/24 01:00:00 AM,18.889,82.342,15.776
6510,05/28/24 01:15:00 AM,18.866,80.131,15.364
6511,05/28/24 01:30:00 AM,18.461,81.218,15.160
6512,05/28/24 01:45:00 AM,18.438,80.179,14.954
6513,05/28/24 02:00:00 AM,17.938,82.215,14.821
6514,05/28/24 02:15:00 AM,17.605,83.438,14.702
6515,05/28/24 02:30:00 AM,17.177,85.586,14.637
6516,05/28/24 02:45:00 AM,16.654,87.414,14.415
6517,05/28/24 03:00:00 AM,16.201,90.381,14.427
6518,05/28/24 03:15:00 AM,16.153,91.297,14.518
6519,05/28/24 03:30:00 AM,15.843,92.563,14.398
6520,05/28/24 03:45:00 AM,15.796,93.467,14.483
6521,05/28/24 04:00:00 AM,15.461,94.164,14.250
6522,05/28/24 04:15:00 AM,15.199,94.641,14.056
6523,05/28/24 04:30:00 AM,15.008,95.083,13.928
6524,05/28/24 04:45:00 AM,14.792,95.491,13.770
6525,05/28/24 05:00:00 AM,14.745,95.736,13.756
6526,05/28/24 05:15:00 AM,14.745,95.993,13.792
6527,05/28/24 05:30:00 AM,14.457,96.148,13.527
6528,05/28/24 05:45:00 AM,14.553,96.353,13.651
6529,05/28/24 06:00:00 AM,14.601,96.494,13.718
6530,05/28/24 06:15:00 AM,14.433,96.373,13.534
6531,05/28/24 06:30:00 AM,14.433,96.424,13.541
6532,05/28/24 06:45:00 AM,14.409,96.622,13.544
6533,05/28/24 07:00:00 AM,14.673,96.590,13.803
6534,05/28/24 07:15:00 AM,14.936,96.173,14.009
6535,05/28/24 07:30:00 AM,15.103,95.728,14.114
6536,05/28/24 07:45:00 AM,15.485,95.053,14.401
6537,05/28/24 08:00:00 AM,15.986,93.934,14.741
6538,05/28/24 08:15:00 AM,16.272,93.328,14.938
6539,05/28/24 08:30:00 AM,16.963,91.870,15.409
6540,05/28/24 08:45:00 AM,17.463,90.319,15.670
6541,05/28/24 09:00:00 AM,18.010,89.085,16.021
6542,05/28/24 09:15:00 AM,18.580,87.491,16.332
6543,05/28/24 09:30:00 AM,19.175,85.774,16.638
6544,05/28/24 09:45:00 AM,19.627,84.115,16.804
6545,05/28/24 10:00:00 AM,20.317,82.183,17.148
6546,05/28/24 10:15:00 AM,20.793,79.160,17.071
6547,05/28/24 10:30:00 AM,22.106,78.010,18.137
6548,05/28/24 10:45:00 AM,22.417,72.897,17.435
6549,05/28/24 11:00:00 AM,22.705,70.574,17.231
6550,05/28/24 11:15:00 AM,23.376,70.669,17.897
6551,05/28/24 11:30:00 AM,23.064,68.477,17.125
6552,05/28/24 11:45:00 AM,23.809,66.336,17.361
6553,05/28/24 12:00:00 PM,22.681,66.619,16.347
6554,05/28/24 12:15:00 PM,23.569,63.001,16.355
6555,05/28/24 12:30:00 PM,23.280,66.334,16.856
6556,05/28/24 12:45:00 PM,22.226,63.323,15.158
6557,05/28/24 01:00:00 PM,23.256,61.458,15.686
6558,05/28/24 01:15:00 PM,25.137,56.377,16.148
6559,05/28/24 01:30:00 PM,24.895,59.600,16.768
6560,05/28/24 01:45:00 PM,23.352,52.487,13.404
6561,05/28/24 02:00:00 PM,24.412,52.444,14.374
6562,05/28/24 02:15:00 PM,25.016,45.595,12.806
6563,05/28/24 02:30:00 PM,24.702,47.231,13.053
6564,05/28/24 02:45:00 PM,25.283,45.077,12.874
6565,05/28/24 03:00:00 PM,24.171,46.812,12.433
6566,05/28/24 03:15:00 PM,24.702,48.224,13.369
6567,05/28/24 03:30:00 PM,25.453,48.320,14.087
6568,05/28/24 03:45:00 PM,25.477,49.603,14.509
6569,05/28/24 04:00:00 PM,24.653,45.067,12.299
6570,05/28/24 04:15:00 PM,24.944,48.031,13.530
6571,05/28/24 04:30:00 PM,24.992,47.138,13.289
6572,05/28/24 04:45:00 PM,24.798,49.706,13.917
6573,05/28/24 05:00:00 PM,24.871,50.002,14.074
6574,05/28/24 05:15:00 PM,24.388,50.161,13.677
6575,05/28/24 05:30:00 PM,24.339,51.265,13.962
6576,05/28/24 05:45:00 PM,23.857,54.660,14.484
6577,05/28/24 06:00:00 PM,23.689,54.260,14.217
6578,05/28/24 06:15:00 PM,23.641,53.470,13.951
6579,05/28/24 06:30:00 PM,23.809,51.731,13.609
6580,05/28/24 06:45:00 PM,23.472,51.559,13.247
6581,05/28/24 07:00:00 PM,23.497,51.278,13.187
6582,05/28/24 07:15:00 PM,23.521,51.376,13.238
6583,05/28/24 07:30:00 PM,23.352,52.519,13.413
6584,05/28/24 07:45:00 PM,23.088,51.821,12.968
6585,05/28/24 08:00:00 PM,22.824,52.446,12.903
6586,05/28/24 08:15:00 PM,22.489,52.901,12.722
6587,05/28/24 08:30:00 PM,22.058,53.996,12.627
6588,05/28/24 08:45:00 PM,21.795,54.301,12.466
6589,05/28/24 09:00:00 PM,21.366,55.109,12.285
6590,05/28/24 09:15:00 PM,21.318,55.504,12.346
6591,05/28/24 09:30:00 PM,20.984,56.782,12.370
6592,05/28/24 09:45:00 PM,20.746,57.698,12.383
6593,05/28/24 10:00:00 PM,20.674,57.902,12.368
6594,05/28/24 10:15:00 PM,20.246,59.241,12.301
6595,05/28/24 10:30:00 PM,19.793,61.201,12.351
6596,05/28/24 10:45:00 PM,18.533,67.248,12.521
6597,05/28/24 11:00:00 PM,18.057,69.009,12.437
6598,05/28/24 11:15:00 PM,17.938,69.687,12.463
6599,05/28/24 11:30:00 PM,17.653,71.142,12.485
6600,05/28/24 11:45:00 PM,17.296,73.833,12.669
6601,05/29/24 12:00:00 AM,16.939,78.291,13.153
6602,05/29/24 12:15:00 AM,16.749,77.970,12.909
6603,05/29/24 12:30:00 AM,16.558,76.213,12.402
6604,05/29/24 12:45:00 AM,15.915,78.578,12.205
6605,05/29/24 01:00:00 AM,15.485,81.727,12.331
6606,05/29/24 01:15:00 AM,15.199,85.046,12.599
6607,05/29/24 01:30:00 AM,14.984,84.861,12.358
6608,05/29/24 01:45:00 AM,14.888,86.000,12.446
6609,05/29/24 02:00:00 AM,14.745,87.683,12.569
6610,05/29/24 02:15:00 AM,14.457,89.131,12.507
6611,05/29/24 02:30:00 AM,14.314,89.387,12.404
6612,05/29/24 02:45:00 AM,14.002,90.103,12.202
6613,05/29/24 03:00:00 AM,13.666,91.358,12.054
6614,05/29/24 03:15:00 AM,13.497,91.577,11.919
6615,05/29/24 03:30:00 AM,13.546,92.839,12.149
6616,05/29/24 03:45:00 AM,14.002,90.970,12.331
6617,05/29/24 04:00:00 AM,14.050,89.666,12.184
6618,05/29/24 04:15:00 AM,13.738,90.300,11.969
6619,05/29/24 04:30:00 AM,13.642,90.775,11.944
6620,05/29/24 04:45:00 AM,13.473,91.492,11.882
6621,05/29/24 05:00:00 AM,13.473,91.414,11.871
6622,05/29/24 05:15:00 AM,13.618,91.032,11.958
6623,05/29/24 05:30:00 AM,13.666,90.834,11.977
6624,05/29/24 05:45:00 AM,13.305,91.319,11.690
6625,05/29/24 06:00:00 AM,13.714,90.925,12.038
6626,05/29/24 06:15:00 AM,13.449,90.885,11.769
6627,05/29/24 06:30:00 AM,13.377,91.494,11.787
6628,05/29/24 06:45:00 AM,13.546,90.987,11.880
6629,05/29/24 07:00:00 AM,13.834,89.982,12.017
6630,05/29/24 07:15:00 AM,14.026,89.607,12.152
6631,05/29/24 07:30:00 AM,14.122,89.314,12.202
6632,05/29/24 07:45:00 AM,14.505,88.718,12.492
6633,05/29/24 08:00:00 AM,14.912,87.616,12.724
6634,05/29/24 08:15:00 AM,15.270,86.467,12.898
6635,05/29/24 08:30:00 AM,16.082,84.734,13.418
6636,05/29/24 08:45:00 AM,15.963,85.196,13.376
6637,05/29/24 09:00:00 AM,16.368,85.045,13.751
6638,05/29/24 09:15:00 AM,16.844,83.432,13.953
6639,05/29/24 09:30:00 AM,17.225,81.309,13.965
6640,05/29/24 09:45:00 AM,17.701,79.013,14.025
6641,05/29/24 10:00:00 AM,18.390,76.419,14.221
6642,05/29/24 10:15:00 AM,18.652,69.849,13.182
6643,05/29/24 10:30:00 AM,18.889,68.342,13.095
6644,05/29/24 10:45:00 AM,20.436,62.332,13.227
6645,05/29/24 11:00:00 AM,20.889,63.251,13.872
6646,05/29/24 11:15:00 AM,20.722,59.955,12.926
6647,05/29/24 11:30:00 AM,21.628,55.147,12.540
6648,05/29/24 11:45:00 AM,21.032,54.161,11.717
6649,05/29/24 12:00:00 PM,20.293,53.900,10.958
6650,05/29/24 12:15:00 PM,20.746,51.689,10.763
6651,05/29/24 12:30:00 PM,21.199,48.255,10.166
6652,05/29/24 12:45:00 PM,21.437,48.760,10.539
6653,05/29/24 01:00:00 PM,21.342,49.885,10.789
6654,05/29/24 01:15:00 PM,22.178,50.690,11.797
6655,05/29/24 01:30:00 PM,21.437,47.047,10.010
6656,05/29/24 01:45:00 PM,21.963,45.067,9.853
6657,05/29/24 02:00:00 PM,20.770,48.516,9.852
6658,05/29/24 02:15:00 PM,22.226,47.496,10.873
6659,05/29/24 02:30:00 PM,21.867,46.877,10.350
6660,05/29/24 02:45:00 PM,21.724,46.317,10.041
6661,05/29/24 03:00:00 PM,20.650,48.153,9.632
6662,05/29/24 03:15:00 PM,20.365,49.567,9.794
6663,05/29/24 03:30:00 PM,20.936,49.422,10.278
6664,05/29/24 03:45:00 PM,21.604,48.148,10.506
6665,05/29/24 04:00:00 PM,20.865,50.199,10.442
6666,05/29/24 04:15:00 PM,20.698,50.429,10.355
6667,05/29/24 04:30:00 PM,19.888,51.946,10.042
6668,05/29/24 04:45:00 PM,20.007,53.176,10.495
6669,05/29/24 05:00:00 PM,19.722,56.715,11.171
6670,05/29/24 05:15:00 PM,18.842,60.111,11.191
6671,05/29/24 05:30:00 PM,18.675,62.611,11.624
6672,05/29/24 05:45:00 PM,18.295,63.414,11.447
6673,05/29/24 06:00:00 PM,18.652,63.355,11.772
6674,05/29/24 06:15:00 PM,18.557,61.842,11.332
6675,05/29/24 06:30:00 PM,18.414,61.458,11.107
6676,05/29/24 06:45:00 PM,18.343,62.436,11.268
6677,05/29/24 07:00:00 PM,18.224,64.800,11.691
6678,05/29/24 07:15:00 PM,18.271,65.993,11.999
6679,05/29/24 07:30:00 PM,18.129,62.460,11.070
6680,05/29/24 07:45:00 PM,17.891,64.565,11.322
6681,05/29/24 08:00:00 PM,17.653,65.736,11.353
6682,05/29/24 08:15:00 PM,17.463,66.469,11.330
6683,05/29/24 08:30:00 PM,17.130,67.671,11.268
6684,05/29/24 08:45:00 PM,16.796,68.777,11.179
6685,05/29/24 09:00:00 PM,16.654,69.795,11.250
6686,05/29/24 09:15:00 PM,16.249,71.508,11.204
6687,05/29/24 09:30:00 PM,16.153,71.690,11.148
6688,05/29/24 09:45:00 PM,16.034,71.926,11.079
6689,05/29/24 10:00:00 PM,15.366,78.378,11.634
6690,05/29/24 10:15:00 PM,15.127,77.099,11.172
6691,05/29/24 10:30:00 PM,14.649,78.643,10.981
6692,05/29/24 10:45:00 PM,14.266,82.932,11.336
6693,05/29/24 11:00:00 PM,14.026,83.828,11.247
6694,05/29/24 11:15:00 PM,13.305,86.138,10.906
6695,05/29/24 11:30:00 PM,13.161,87.436,10.964
6696,05/29/24 11:45:00 PM,13.137,88.121,11.045
6697,05/30/24 12:00:00 AM,12.871,88.955,10.909
6698,05/30/24 12:15:00 AM,12.775,89.431,10.885
6699,05/30/24 12:30:00 AM,12.316,90.914,10.647
6700,05/30/24 12:45:00 AM,12.098,91.665,10.540
6701,05/30/24 01:00:00 AM,11.734,92.788,10.338
6702,05/30/24 01:15:00 AM,11.929,93.353,10.611
6703,05/30/24 01:30:00 AM,11.783,93.392,10.471
6704,05/30/24 01:45:00 AM,11.759,93.566,10.471
6705,05/30/24 02:00:00 AM,11.759,93.617,10.478
6706,05/30/24 02:15:00 AM,11.419,93.785,10.162
6707,05/30/24 02:30:00 AM,11.224,94.041,10.004
6708,05/30/24 02:45:00 AM,10.980,94.258,9.790
6709,05/30/24 03:00:00 AM,10.687,94.817,9.574
6710,05/30/24 03:15:00 AM,10.761,95.192,9.698
6711,05/30/24 03:30:00 AM,10.687,95.349,9.647
6712,05/30/24 03:45:00 AM,10.467,95.367,9.429
6713,05/30/24 04:00:00 AM,10.443,95.664,9.444
6714,05/30/24 04:15:00 AM,10.492,95.828,9.515
6715,05/30/24 04:30:00 AM,10.198,95.901,9.231
6716,05/30/24 04:45:00 AM,10.100,95.874,9.129
6717,05/30/24 05:00:00 AM,10.001,95.949,9.041
6718,05/30/24 05:15:00 AM,9.903,96.023,8.952
6719,05/30/24 05:30:00 AM,9.829,96.204,8.903
6720,05/30/24 05:45:00 AM,9.706,96.221,8.782
6721,05/30/24 06:00:00 AM,9.460,96.406,8.559
6722,05/30/24 06:15:00 AM,9.509,96.569,8.630
6723,05/30/24 06:30:00 AM,9.583,96.664,8.717
6724,05/30/24 06:45:00 AM,9.534,96.676,8.669
6725,05/30/24 07:00:00 AM,9.460,96.656,8.592
6726,05/30/24 07:15:00 AM,9.657,96.609,8.784
6727,05/30/24 07:30:00 AM,10.026,96.659,9.160
6728,05/30/24 07:45:00 AM,10.516,96.515,9.632
6729,05/30/24 08:00:00 AM,11.224,96.530,10.342
6730,05/30/24 08:15:00 AM,11.613,96.103,10.674
6731,05/30/24 08:30:00 AM,12.871,95.139,11.801
6732,05/30/24 08:45:00 AM,13.257,94.213,12.057
6733,05/30/24 09:00:00 AM,13.882,93.444,12.571
6734,05/30/24 09:15:00 AM,14.433,92.022,12.915
6735,05/30/24 09:30:00 AM,15.151,90.519,13.405
6736,05/30/24 09:45:00 AM,15.414,88.538,13.364
6737,05/30/24 10:00:00 AM,15.939,86.462,13.557
6738,05/30/24 10:15:00 AM,17.082,83.815,14.251
6739,05/30/24 10:30:00 AM,18.366,80.416,14.926
6740,05/30/24 10:45:00 AM,17.605,79.273,13.979
6741,05/30/24 11:00:00 AM,18.485,76.807,14.386
6742,05/30/24 11:15:00 AM,17.938,79.232,14.297
6743,05/30/24 11:30:00 AM,19.627,75.214,15.193
6744,05/30/24 11:45:00 AM,20.841,71.106,15.548
6745,05/30/24 12:00:00 PM,19.413,68.789,13.692
