"Plot Title: NL_G"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 10342594, SEN S/N: 10342594, LBL: Temp (C))","RH, % (LGR S/N: 10342594, SEN S/N: 10342594, LBL: RH (%))","DewPt, °C (LGR S/N: 10342594, SEN S/N: 10342594)","Max: Temperature, °C (LGR S/N: 10342594)","Min: Temperature, °C (LGR S/N: 10342594)"
8426,07/03/24 04:01:43 PM,28.320,75.750,23.731,,
8427,07/03/24 04:15:00 PM,,,,28.147,28.147
8428,07/03/24 04:16:43 PM,28.147,79.027,24.219,,
8429,07/03/24 04:30:00 PM,,,,28.394,28.394
8430,07/03/24 04:31:43 PM,28.394,77.910,24.240,,
8431,07/03/24 04:45:00 PM,,,,28.568,28.568
8432,07/03/24 04:46:43 PM,28.568,78.880,24.601,,
8433,07/03/24 05:00:00 PM,,,,28.617,28.617
8434,07/03/24 05:01:43 PM,28.617,77.427,24.360,,
8435,07/03/24 05:15:00 PM,,,,28.419,28.419
8436,07/03/24 05:16:43 PM,28.419,77.240,24.130,,
8437,07/03/24 05:30:00 PM,,,,28.518,28.518
8438,07/03/24 05:31:43 PM,28.518,78.257,24.429,,
8439,07/03/24 05:45:00 PM,,,,28.394,28.394
8440,07/03/24 05:46:43 PM,28.394,77.118,24.081,,
8441,07/03/24 06:00:00 PM,,,,28.444,28.444
8442,07/03/24 06:01:43 PM,28.444,76.570,24.018,,
8443,07/03/24 06:15:00 PM,,,,28.667,28.667
8444,07/03/24 06:16:43 PM,28.667,75.966,24.112,,
8445,07/03/24 06:30:00 PM,,,,28.642,28.642
8446,07/03/24 06:31:43 PM,28.642,75.252,23.941,,
8447,07/03/24 06:45:00 PM,,,,28.617,28.617
8448,07/03/24 06:46:43 PM,28.617,74.476,23.755,,
8449,07/03/24 07:00:00 PM,,,,28.493,28.493
8450,07/03/24 07:01:43 PM,28.493,75.341,23.815,,
8451,07/03/24 07:15:00 PM,,,,28.072,28.072
8452,07/03/24 07:16:43 PM,28.072,77.493,23.843,,
8453,07/03/24 07:30:00 PM,,,,27.677,27.677
8454,07/03/24 07:31:43 PM,27.677,78.289,23.617,,
8455,07/03/24 07:45:00 PM,,,,27.014,27.014
8456,07/03/24 07:46:43 PM,27.014,83.055,23.875,,
8457,07/03/24 08:00:00 PM,,,,26.500,26.500
8458,07/03/24 08:01:43 PM,26.500,84.393,23.614,,
8459,07/03/24 08:15:00 PM,,,,26.061,26.061
8460,07/03/24 08:16:43 PM,26.061,86.860,23.617,,
8461,07/03/24 08:30:00 PM,,,,25.647,25.647
8462,07/03/24 08:31:43 PM,25.647,87.380,23.298,,
8463,07/03/24 08:45:00 PM,,,,25.113,25.113
8464,07/03/24 08:46:43 PM,25.113,90.855,23.351,,
8465,07/03/24 09:00:00 PM,,,,24.726,24.726
8466,07/03/24 09:01:43 PM,24.726,92.184,23.182,,
8467,07/03/24 09:15:00 PM,,,,24.436,24.436
8468,07/03/24 09:16:43 PM,24.436,93.255,23.063,,
8469,07/03/24 09:30:00 PM,,,,24.195,24.195
8470,07/03/24 09:31:43 PM,24.195,94.384,22.999,,
8471,07/03/24 09:45:00 PM,,,,23.978,23.978
8472,07/03/24 09:46:43 PM,23.978,94.813,22.849,,
8473,07/03/24 10:00:00 PM,,,,23.809,23.809
8474,07/03/24 10:01:43 PM,23.809,95.414,22.772,,
8475,07/03/24 10:15:00 PM,,,,23.497,23.497
8476,07/03/24 10:16:43 PM,23.497,96.349,22.601,,
8477,07/03/24 10:30:00 PM,,,,23.448,23.448
8478,07/03/24 10:31:43 PM,23.448,96.283,22.543,,
8479,07/03/24 10:45:00 PM,,,,23.208,23.208
8480,07/03/24 10:46:43 PM,23.208,96.939,22.401,,
8481,07/03/24 11:00:00 PM,,,,23.064,23.064
8482,07/03/24 11:01:43 PM,23.064,97.193,22.294,,
8483,07/03/24 11:15:00 PM,,,,22.944,22.944
8484,07/03/24 11:16:43 PM,22.944,97.585,22.232,,
8485,07/03/24 11:30:00 PM,,,,22.992,22.992
8486,07/03/24 11:31:43 PM,22.992,97.386,22.251,,
8487,07/03/24 11:45:00 PM,,,,22.872,22.872
8488,07/03/24 11:46:43 PM,22.872,97.566,22.157,,
8489,07/04/24 12:00:00 AM,,,,22.776,22.776
8490,07/04/24 12:01:43 AM,22.776,97.937,22.116,,
8491,07/04/24 12:15:00 AM,,,,22.681,22.681
8492,07/04/24 12:16:43 AM,22.681,98.201,22.058,,
8493,07/04/24 12:30:00 AM,,,,22.657,22.657
8494,07/04/24 12:31:43 AM,22.657,98.221,22.037,,
8495,07/04/24 12:45:00 AM,,,,22.561,22.561
8496,07/04/24 12:46:43 AM,22.561,98.433,21.971,,
8497,07/04/24 01:00:00 AM,,,,22.441,22.441
8498,07/04/24 01:01:43 AM,22.441,98.611,21.877,,
8499,07/04/24 01:15:00 AM,,,,22.369,22.369
8500,07/04/24 01:16:43 AM,22.369,98.644,21.810,,
8501,07/04/24 01:30:00 AM,,,,22.202,22.202
8502,07/04/24 01:31:43 AM,22.202,98.914,21.681,,
8503,07/04/24 01:45:00 AM,,,,22.178,22.178
8504,07/04/24 01:46:43 AM,22.178,99.013,21.671,,
8505,07/04/24 02:00:00 AM,,,,22.130,22.130
8506,07/04/24 02:01:43 AM,22.130,99.104,21.636,,
8507,07/04/24 02:15:00 AM,,,,22.082,22.082
8508,07/04/24 02:16:43 AM,22.082,99.196,21.601,,
8509,07/04/24 02:30:00 AM,,,,22.011,22.011
8510,07/04/24 02:31:43 AM,22.011,99.334,21.549,,
8511,07/04/24 02:45:00 AM,,,,21.891,21.891
8512,07/04/24 02:46:43 AM,21.891,99.562,21.461,,
8513,07/04/24 03:00:00 AM,,,,21.772,21.772
8514,07/04/24 03:01:43 AM,21.772,99.660,21.355,,
8515,07/04/24 03:15:00 AM,,,,21.676,21.676
8516,07/04/24 03:16:43 AM,21.676,99.791,21.277,,
8517,07/04/24 03:30:00 AM,,,,21.604,21.604
8518,07/04/24 03:31:43 AM,21.604,99.745,21.199,,
8519,07/04/24 03:45:00 AM,,,,21.485,21.485
8520,07/04/24 03:46:43 AM,21.485,99.869,21.096,,
8521,07/04/24 04:00:00 AM,,,,21.390,21.390
8522,07/04/24 04:01:43 AM,21.390,100.000,21.030,,
8523,07/04/24 04:15:00 AM,,,,21.318,21.318
8524,07/04/24 04:16:43 AM,21.318,99.980,20.944,,
8525,07/04/24 04:30:00 AM,,,,21.270,21.270
8526,07/04/24 04:31:43 AM,21.270,100.000,20.909,,
8527,07/04/24 04:45:00 AM,,,,21.223,21.223
8528,07/04/24 04:46:43 AM,21.223,100.000,20.859,,
8529,07/04/24 05:00:00 AM,,,,21.223,21.223
8530,07/04/24 05:01:43 AM,21.223,100.000,20.863,,
8531,07/04/24 05:15:00 AM,,,,21.151,21.151
8532,07/04/24 05:16:43 AM,21.151,100.000,20.792,,
8533,07/04/24 05:30:00 AM,,,,21.175,21.175
8534,07/04/24 05:31:43 AM,21.175,100.000,20.809,,
8535,07/04/24 05:45:00 AM,,,,21.151,21.151
8536,07/04/24 05:46:43 AM,21.151,100.000,20.799,,
8537,07/04/24 06:00:00 AM,,,,21.127,21.127
8538,07/04/24 06:01:43 AM,21.127,100.000,20.774,,
8539,07/04/24 06:15:00 AM,,,,21.127,21.127
8540,07/04/24 06:16:43 AM,21.127,100.000,20.774,,
8541,07/04/24 06:30:00 AM,,,,21.103,21.103
8542,07/04/24 06:31:43 AM,21.103,100.000,20.749,,
8543,07/04/24 06:45:00 AM,,,,21.008,21.008
8544,07/04/24 06:46:43 AM,21.008,100.000,20.678,,
8545,07/04/24 07:00:00 AM,,,,21.032,21.032
8546,07/04/24 07:01:43 AM,21.032,100.000,20.703,,
8547,07/04/24 07:15:00 AM,,,,21.056,21.056
8548,07/04/24 07:16:43 AM,21.056,100.000,20.714,,
8549,07/04/24 07:30:00 AM,,,,21.223,21.223
8550,07/04/24 07:31:43 AM,21.223,100.000,20.863,,
8551,07/04/24 07:45:00 AM,,,,21.461,21.461
8552,07/04/24 07:46:43 AM,21.461,99.733,21.053,,
8553,07/04/24 08:00:00 AM,,,,21.891,21.891
8554,07/04/24 08:01:43 AM,21.891,99.066,21.390,,
8555,07/04/24 08:15:00 AM,,,,22.561,22.561
8556,07/04/24 08:16:43 AM,22.561,97.906,21.895,,
8557,07/04/24 08:30:00 AM,,,,23.328,23.328
8558,07/04/24 08:31:43 AM,23.328,96.731,22.490,,
8559,07/04/24 08:45:00 AM,,,,23.761,23.761
8560,07/04/24 08:46:43 AM,23.761,96.258,22.852,,
8561,07/04/24 09:00:00 AM,,,,24.122,24.122
8562,07/04/24 09:01:43 AM,24.122,95.548,23.106,,
8563,07/04/24 09:15:00 AM,,,,25.016,25.016
8564,07/04/24 09:16:43 AM,25.016,92.910,23.586,,
8565,07/04/24 09:30:00 AM,,,,25.841,25.841
8566,07/04/24 09:31:43 AM,25.841,90.480,24.013,,
8567,07/04/24 09:45:00 AM,,,,26.573,26.573
8568,07/04/24 09:46:43 AM,26.573,87.482,24.231,,
8569,07/04/24 10:00:00 AM,,,,26.720,26.720
8570,07/04/24 10:01:43 AM,26.720,87.348,24.352,,
8571,07/04/24 10:15:00 AM,,,,26.940,26.940
8572,07/04/24 10:16:43 AM,26.940,86.612,24.442,,
8573,07/04/24 10:30:00 AM,,,,27.407,27.407
8574,07/04/24 10:31:43 AM,27.407,85.021,24.619,,
8575,07/04/24 10:45:00 AM,,,,27.974,27.974
8576,07/04/24 10:46:43 AM,27.974,83.551,24.909,,
8577,07/04/24 11:00:00 AM,,,,28.295,28.295
8578,07/04/24 11:01:43 AM,28.295,81.465,24.834,,
8579,07/04/24 11:15:00 AM,,,,28.345,28.345
8580,07/04/24 11:16:43 AM,28.345,81.186,24.830,,
8581,07/04/24 11:30:00 AM,,,,27.776,27.776
8582,07/04/24 11:31:43 AM,27.776,82.591,24.537,,
8583,07/04/24 11:45:00 AM,,,,26.695,26.695
8584,07/04/24 11:46:43 AM,26.695,84.834,23.885,,
8585,07/04/24 12:00:00 PM,,,,24.243,24.243
8586,07/04/24 12:01:43 PM,24.243,95.686,23.247,,
8587,07/04/24 12:15:00 PM,,,,23.881,23.881
8588,07/04/24 12:16:43 PM,23.881,98.097,23.247,,
8589,07/04/24 12:30:00 PM,,,,23.930,23.930
8590,07/04/24 12:31:43 PM,23.930,98.480,23.352,,
8591,07/04/24 12:45:00 PM,,,,24.339,24.339
8592,07/04/24 12:46:43 PM,24.339,98.800,23.810,,
8593,07/04/24 01:00:00 PM,,,,24.677,24.677
8594,07/04/24 01:01:43 PM,24.677,98.625,24.124,,
8595,07/04/24 01:15:00 PM,,,,25.234,25.234
8596,07/04/24 01:16:43 PM,25.234,98.773,24.705,,
8597,07/04/24 01:30:00 PM,,,,25.671,25.671
8598,07/04/24 01:31:43 PM,25.671,98.330,25.077,,
8599,07/04/24 01:45:00 PM,,,,26.402,26.402
8600,07/04/24 01:46:43 PM,26.402,97.263,25.649,,
8601,07/04/24 02:00:00 PM,,,,27.259,27.259
8602,07/04/24 02:01:43 PM,27.259,96.946,26.459,,
8603,07/04/24 02:15:00 PM,,,,27.653,27.653
8604,07/04/24 02:16:43 PM,27.653,91.109,25.916,,
8605,07/04/24 02:30:00 PM,,,,27.998,27.998
8606,07/04/24 02:31:43 PM,27.998,89.801,26.039,,
8607,07/04/24 02:45:00 PM,,,,28.717,28.717
8608,07/04/24 02:46:43 PM,28.717,85.741,26.039,,
8609,07/04/24 03:00:00 PM,,,,29.265,29.265
8610,07/04/24 03:01:43 PM,29.265,81.642,25.817,,
8611,07/04/24 03:15:00 PM,,,,29.340,29.340
8612,07/04/24 03:16:43 PM,29.340,80.555,25.682,,
8613,07/04/24 03:30:00 PM,,,,28.990,28.990
8614,07/04/24 03:31:43 PM,28.990,82.508,25.713,,
8615,07/04/24 03:45:00 PM,,,,28.593,28.593
8616,07/04/24 03:46:43 PM,28.593,81.961,25.220,,
8617,07/04/24 04:00:00 PM,,,,28.493,28.493
8618,07/04/24 04:01:43 PM,28.493,82.919,25.302,,
8619,07/04/24 04:15:00 PM,,,,28.394,28.394
8620,07/04/24 04:16:43 PM,28.394,82.495,25.125,,
8621,07/04/24 04:30:00 PM,,,,28.394,28.394
8622,07/04/24 04:31:43 PM,28.394,84.529,25.502,,
8623,07/04/24 04:45:00 PM,,,,28.444,28.444
8624,07/04/24 04:46:43 PM,28.444,85.736,25.769,,
8625,07/04/24 05:00:00 PM,,,,28.543,28.543
8626,07/04/24 05:01:43 PM,28.543,85.616,25.845,,
8627,07/04/24 05:15:00 PM,,,,28.692,28.692
8628,07/04/24 05:16:43 PM,28.692,85.080,25.895,,
8629,07/04/24 05:30:00 PM,,,,28.916,28.916
8630,07/04/24 05:31:43 PM,28.916,84.444,25.999,,
8631,07/04/24 05:45:00 PM,,,,29.015,29.015
8632,07/04/24 05:46:43 PM,29.015,85.637,26.314,,
8633,07/04/24 06:00:00 PM,,,,29.215,29.215
8634,07/04/24 06:01:43 PM,29.215,85.510,26.488,,
8635,07/04/24 06:15:00 PM,,,,28.866,28.866
8636,07/04/24 06:16:43 PM,28.866,85.660,26.171,,
8637,07/04/24 06:30:00 PM,,,,28.543,28.543
8638,07/04/24 06:31:43 PM,28.543,87.232,26.133,,
8639,07/04/24 06:45:00 PM,,,,28.444,28.444
8640,07/04/24 06:46:43 PM,28.444,88.168,26.199,,
8641,07/04/24 07:00:00 PM,,,,28.369,28.369
8642,07/04/24 07:01:43 PM,28.369,89.413,26.340,,
8643,07/04/24 07:15:00 PM,,,,27.949,27.949
8644,07/04/24 07:16:43 PM,27.949,90.652,26.133,,
8645,07/04/24 07:30:00 PM,,,,27.653,27.653
8646,07/04/24 07:31:43 PM,27.653,92.022,26.067,,
8647,07/04/24 07:45:00 PM,,,,27.456,27.456
8648,07/04/24 07:46:43 PM,27.456,91.587,25.799,,
8649,07/04/24 08:00:00 PM,,,,27.259,27.259
8650,07/04/24 08:01:43 PM,27.259,92.642,25.777,,
8651,07/04/24 08:15:00 PM,,,,26.769,26.769
8652,07/04/24 08:16:43 PM,26.769,94.653,25.611,,
8653,07/04/24 08:30:00 PM,,,,26.378,26.378
8654,07/04/24 08:31:43 PM,26.378,95.694,25.383,,
8655,07/04/24 08:45:00 PM,,,,26.085,26.085
8656,07/04/24 08:46:43 PM,26.085,95.673,25.087,,
8657,07/04/24 09:00:00 PM,,,,25.866,25.866
8658,07/04/24 09:01:43 PM,25.866,97.231,25.107,,
8659,07/04/24 09:15:00 PM,,,,25.477,25.477
8660,07/04/24 09:16:43 PM,25.477,97.825,24.807,,
8661,07/04/24 09:30:00 PM,,,,25.283,25.283
8662,07/04/24 09:31:43 PM,25.283,98.467,24.708,,
8663,07/04/24 09:45:00 PM,,,,25.113,25.113
8664,07/04/24 09:46:43 PM,25.113,98.661,24.567,,
8665,07/04/24 10:00:00 PM,,,,24.919,24.919
8666,07/04/24 10:01:43 PM,24.919,99.219,24.454,,
8667,07/04/24 10:15:00 PM,,,,24.726,24.726
8668,07/04/24 10:16:43 PM,24.726,99.379,24.283,,
8669,07/04/24 10:30:00 PM,,,,24.532,24.532
8670,07/04/24 10:31:43 PM,24.532,99.644,24.128,,
8671,07/04/24 10:45:00 PM,,,,24.339,24.339
8672,07/04/24 10:46:43 PM,24.339,99.750,23.949,,
8673,07/04/24 11:00:00 PM,,,,24.267,24.267
8674,07/04/24 11:01:43 PM,24.267,100.000,23.915,,
8675,07/04/24 11:15:00 PM,,,,24.050,24.050
8676,07/04/24 11:16:43 PM,24.050,100.000,23.712,,
8677,07/04/24 11:30:00 PM,,,,23.954,23.954
8678,07/04/24 11:31:43 PM,23.954,100.000,23.637,,
8679,07/04/24 11:45:00 PM,,,,23.785,23.785
8680,07/04/24 11:46:43 PM,23.785,100.000,23.469,,
8681,07/05/24 12:00:00 AM,,,,23.665,23.665
8682,07/05/24 12:01:43 AM,23.665,100.000,23.351,,
8683,07/05/24 12:15:00 AM,,,,23.545,23.545
8684,07/05/24 12:16:43 AM,23.545,100.000,23.240,,
8685,07/05/24 12:30:00 AM,,,,23.424,23.424
8686,07/05/24 12:31:43 AM,23.424,100.000,23.129,,
8687,07/05/24 12:45:00 AM,,,,23.328,23.328
8688,07/05/24 12:46:43 AM,23.328,100.000,23.044,,
8689,07/05/24 01:00:00 AM,,,,23.184,23.184
8690,07/05/24 01:01:43 AM,23.184,100.000,22.904,,
8691,07/05/24 01:15:00 AM,,,,23.112,23.112
8692,07/05/24 01:16:43 AM,23.112,100.000,22.836,,
8693,07/05/24 01:30:00 AM,,,,22.968,22.968
8694,07/05/24 01:31:43 AM,22.968,100.000,22.705,,
8695,07/05/24 01:45:00 AM,,,,22.824,22.824
8696,07/05/24 01:46:43 AM,22.824,100.000,22.569,,
8697,07/05/24 02:00:00 AM,,,,22.800,22.800
8698,07/05/24 02:01:43 AM,22.800,100.000,22.555,,
8699,07/05/24 02:15:00 AM,,,,22.729,22.729
8700,07/05/24 02:16:43 AM,22.729,100.000,22.483,,
8701,07/05/24 02:30:00 AM,,,,22.705,22.705
8702,07/05/24 02:31:43 AM,22.705,100.000,22.469,,
8703,07/05/24 02:45:00 AM,,,,22.609,22.609
8704,07/05/24 02:46:43 AM,22.609,100.000,22.380,,
8705,07/05/24 03:00:00 AM,,,,22.537,22.537
8706,07/05/24 03:01:43 AM,22.537,100.000,22.312,,
8707,07/05/24 03:15:00 AM,,,,22.393,22.393
8708,07/05/24 03:16:43 AM,22.393,100.000,22.177,,
8709,07/05/24 03:30:00 AM,,,,22.321,22.321
8710,07/05/24 03:31:43 AM,22.321,100.000,22.116,,
8711,07/05/24 03:45:00 AM,,,,22.274,22.274
8712,07/05/24 03:46:43 AM,22.274,100.000,22.073,,
8713,07/05/24 04:00:00 AM,,,,22.202,22.202
8714,07/05/24 04:01:43 AM,22.202,100.000,21.998,,
8715,07/05/24 04:15:00 AM,,,,22.154,22.154
8716,07/05/24 04:16:43 AM,22.154,100.000,21.963,,
8717,07/05/24 04:30:00 AM,,,,22.082,22.082
8718,07/05/24 04:31:43 AM,22.082,100.000,21.888,,
8719,07/05/24 04:45:00 AM,,,,21.987,21.987
8720,07/05/24 04:46:43 AM,21.987,100.000,21.791,,
8721,07/05/24 05:00:00 AM,,,,21.987,21.987
8722,07/05/24 05:01:43 AM,21.987,100.000,21.788,,
8723,07/05/24 05:15:00 AM,,,,21.891,21.891
8724,07/05/24 05:16:43 AM,21.891,100.000,21.688,,
8725,07/05/24 05:30:00 AM,,,,21.748,21.748
8726,07/05/24 05:31:43 AM,21.748,100.000,21.545,,
8727,07/05/24 05:45:00 AM,,,,21.604,21.604
8728,07/05/24 05:46:43 AM,21.604,100.000,21.403,,
8729,07/05/24 06:00:00 AM,,,,21.581,21.581
8730,07/05/24 06:01:43 AM,21.581,100.000,21.385,,
8731,07/05/24 06:15:00 AM,,,,21.509,21.509
8732,07/05/24 06:16:43 AM,21.509,100.000,21.310,,
8733,07/05/24 06:30:00 AM,,,,21.461,21.461
8734,07/05/24 06:31:43 AM,21.461,100.000,21.267,,
8735,07/05/24 06:45:00 AM,,,,21.461,21.461
8736,07/05/24 06:46:43 AM,21.461,100.000,21.267,,
8737,07/05/24 07:00:00 AM,,,,21.390,21.390
8738,07/05/24 07:01:43 AM,21.390,100.000,21.192,,
8739,07/05/24 07:15:00 AM,,,,21.557,21.557
8740,07/05/24 07:16:43 AM,21.557,100.000,21.360,,
8741,07/05/24 07:30:00 AM,,,,21.628,21.628
8742,07/05/24 07:31:43 AM,21.628,100.000,21.424,,
8743,07/05/24 07:45:00 AM,,,,21.867,21.867
8744,07/05/24 07:46:43 AM,21.867,100.000,21.648,,
8745,07/05/24 08:00:00 AM,,,,22.154,22.154
8746,07/05/24 08:01:43 AM,22.154,100.000,21.905,,
8747,07/05/24 08:15:00 AM,,,,22.537,22.537
8748,07/05/24 08:16:43 AM,22.537,100.000,22.246,,
8749,07/05/24 08:30:00 AM,,,,22.944,22.944
8750,07/05/24 08:31:43 AM,22.944,100.000,22.587,,
8751,07/05/24 08:45:00 AM,,,,23.521,23.521
8752,07/05/24 08:46:43 AM,23.521,99.583,23.102,,
8753,07/05/24 09:00:00 AM,,,,24.146,24.146
8754,07/05/24 09:01:43 AM,24.146,98.987,23.644,,
8755,07/05/24 09:15:00 AM,,,,24.871,24.871
8756,07/05/24 09:16:43 AM,24.871,97.560,24.160,,
8757,07/05/24 09:30:00 AM,,,,25.525,25.525
8758,07/05/24 09:31:43 AM,25.525,95.071,24.435,,
8759,07/05/24 09:45:00 AM,,,,26.402,26.402
8760,07/05/24 09:46:43 AM,26.402,92.486,24.898,,
8761,07/05/24 10:00:00 AM,,,,27.112,27.112
8762,07/05/24 10:01:43 AM,27.112,90.008,25.195,,
8763,07/05/24 10:15:00 AM,,,,27.505,27.505
8764,07/05/24 10:16:43 AM,27.505,88.006,25.243,,
8765,07/05/24 10:30:00 AM,,,,27.308,27.308
8766,07/05/24 10:31:43 AM,27.308,87.905,25.031,,
8767,07/05/24 10:45:00 AM,,,,27.456,27.456
8768,07/05/24 10:46:43 AM,27.456,87.321,25.075,,
8769,07/05/24 11:00:00 AM,,,,27.899,27.899
8770,07/05/24 11:01:43 AM,27.899,85.671,25.221,,
8771,07/05/24 11:15:00 AM,,,,28.245,28.245
8772,07/05/24 11:16:43 AM,28.245,84.382,25.329,,
8773,07/05/24 11:30:00 AM,,,,28.593,28.593
8774,07/05/24 11:31:43 AM,28.593,83.313,25.473,,
8775,07/05/24 11:45:00 AM,,,,28.717,28.717
8776,07/05/24 11:46:43 AM,28.717,82.823,25.503,,
8777,07/05/24 12:00:00 PM,,,,28.394,28.394
8778,07/05/24 12:01:43 PM,28.394,84.643,25.522,,
8779,07/05/24 12:15:00 PM,,,,28.245,28.245
8780,07/05/24 12:16:43 PM,28.245,83.152,25.102,,
8781,07/05/24 12:30:00 PM,,,,27.751,27.751
8782,07/05/24 12:31:43 PM,27.751,86.260,25.180,,
8783,07/05/24 12:45:00 PM,,,,27.063,27.063
8784,07/05/24 12:46:43 PM,27.063,89.050,24.984,,
8785,07/05/24 01:00:00 PM,,,,25.987,25.987
8786,07/05/24 01:01:43 PM,25.987,94.484,24.804,,
8787,07/05/24 01:15:00 PM,,,,22.753,22.753
8788,07/05/24 01:16:43 PM,22.753,95.757,21.768,,
8789,07/05/24 01:30:00 PM,,,,22.130,22.130
8790,07/05/24 01:31:43 PM,22.130,98.843,21.598,,
8791,07/05/24 01:45:00 PM,,,,22.202,22.202
8792,07/05/24 01:46:43 PM,22.202,99.411,21.752,,
8793,07/05/24 02:00:00 PM,,,,22.585,22.585
8794,07/05/24 02:01:43 PM,22.585,99.907,22.208,,
8795,07/05/24 02:15:00 PM,,,,22.537,22.537
8796,07/05/24 02:16:43 PM,22.537,99.998,22.172,,
8797,07/05/24 02:30:00 PM,,,,22.633,22.633
8798,07/05/24 02:31:43 PM,22.633,100.000,22.302,,
8799,07/05/24 02:45:00 PM,,,,22.729,22.729
8800,07/05/24 02:46:43 PM,22.729,100.000,22.413,,
8801,07/05/24 03:00:00 PM,,,,22.848,22.848
8802,07/05/24 03:01:43 PM,22.848,100.000,22.524,,
8803,07/05/24 03:15:00 PM,,,,23.088,23.088
8804,07/05/24 03:16:43 PM,23.088,100.000,22.771,,
8805,07/05/24 03:30:00 PM,,,,23.136,23.136
8806,07/05/24 03:31:43 PM,23.136,99.977,22.772,,
8807,07/05/24 03:45:00 PM,,,,23.136,23.136
8808,07/05/24 03:46:43 PM,23.136,100.000,22.776,,
8809,07/05/24 04:00:00 PM,,,,23.160,23.160
8810,07/05/24 04:01:43 PM,23.160,99.800,22.771,,
8811,07/05/24 04:15:00 PM,,,,23.376,23.376
8812,07/05/24 04:16:43 PM,23.376,99.964,23.012,,
8813,07/05/24 04:30:00 PM,,,,23.665,23.665
8814,07/05/24 04:31:43 PM,23.665,100.000,23.324,,
8815,07/05/24 04:45:00 PM,,,,23.881,23.881
8816,07/05/24 04:46:43 PM,23.881,99.101,23.394,,
8817,07/05/24 05:00:00 PM,,,,24.098,24.098
8818,07/05/24 05:01:43 PM,24.098,98.842,23.574,,
8819,07/05/24 05:15:00 PM,,,,24.460,24.460
8820,07/05/24 05:16:43 PM,24.460,99.625,24.052,,
8821,07/05/24 05:30:00 PM,,,,24.871,24.871
8822,07/05/24 05:31:43 PM,24.871,99.047,24.381,,
8823,07/05/24 05:45:00 PM,,,,25.040,25.040
8824,07/05/24 05:46:43 PM,25.040,98.296,24.440,,
8825,07/05/24 06:00:00 PM,,,,25.355,25.355
8826,07/05/24 06:01:43 PM,25.355,96.133,24.429,,
8827,07/05/24 06:15:00 PM,,,,25.550,25.550
8828,07/05/24 06:16:43 PM,25.550,96.237,24.639,,
8829,07/05/24 06:30:00 PM,,,,25.598,25.598
8830,07/05/24 06:31:43 PM,25.598,93.843,24.315,,
8831,07/05/24 06:45:00 PM,,,,25.623,25.623
8832,07/05/24 06:46:43 PM,25.623,92.295,24.092,,
8833,07/05/24 07:00:00 PM,,,,25.793,25.793
8834,07/05/24 07:01:43 PM,25.793,93.838,24.508,,
8835,07/05/24 07:15:00 PM,,,,25.647,25.647
8836,07/05/24 07:16:43 PM,25.647,93.039,24.235,,
8837,07/05/24 07:30:00 PM,,,,25.477,25.477
8838,07/05/24 07:31:43 PM,25.477,93.568,24.150,,
8839,07/05/24 07:45:00 PM,,,,24.968,24.968
8840,07/05/24 07:46:43 PM,24.968,96.033,24.025,,
8841,07/05/24 08:00:00 PM,,,,24.629,24.629
8842,07/05/24 08:01:43 PM,24.629,97.603,23.924,,
8843,07/05/24 08:15:00 PM,,,,24.339,24.339
8844,07/05/24 08:16:43 PM,24.339,98.324,23.740,,
8845,07/05/24 08:30:00 PM,,,,24.146,24.146
8846,07/05/24 08:31:43 PM,24.146,99.171,23.671,,
8847,07/05/24 08:45:00 PM,,,,23.930,23.930
8848,07/05/24 08:46:43 PM,23.930,99.693,23.529,,
8849,07/05/24 09:00:00 PM,,,,23.761,23.761
8850,07/05/24 09:01:43 PM,23.761,100.000,23.436,,
8851,07/05/24 09:15:00 PM,,,,23.545,23.545
8852,07/05/24 09:16:43 PM,23.545,100.000,23.244,,
8853,07/05/24 09:30:00 PM,,,,23.328,23.328
8854,07/05/24 09:31:43 PM,23.328,100.000,23.044,,
8855,07/05/24 09:45:00 PM,,,,23.208,23.208
8856,07/05/24 09:46:43 PM,23.208,100.000,22.941,,
8857,07/05/24 10:00:00 PM,,,,23.040,23.040
8858,07/05/24 10:01:43 PM,23.040,100.000,22.787,,
8859,07/05/24 10:15:00 PM,,,,22.944,22.944
8860,07/05/24 10:16:43 PM,22.944,100.000,22.709,,
8861,07/05/24 10:30:00 PM,,,,22.800,22.800
8862,07/05/24 10:31:43 PM,22.800,100.000,22.573,,
8863,07/05/24 10:45:00 PM,,,,22.705,22.705
8864,07/05/24 10:46:43 PM,22.705,100.000,22.491,,
8865,07/05/24 11:00:00 PM,,,,22.657,22.657
8866,07/05/24 11:01:43 PM,22.657,100.000,22.449,,
8867,07/05/24 11:15:00 PM,,,,22.561,22.561
8868,07/05/24 11:16:43 PM,22.561,100.000,22.367,,
8869,07/05/24 11:30:00 PM,,,,22.441,22.441
8870,07/05/24 11:31:43 PM,22.441,100.000,22.249,,
8871,07/05/24 11:45:00 PM,,,,22.369,22.369
8872,07/05/24 11:46:43 PM,22.369,100.000,22.188,,
8873,07/06/24 12:00:00 AM,,,,22.274,22.274
8874,07/06/24 12:01:43 AM,22.274,100.000,22.095,,
8875,07/06/24 12:15:00 AM,,,,22.178,22.178
8876,07/06/24 12:16:43 AM,22.178,100.000,22.002,,
8877,07/06/24 12:30:00 AM,,,,22.106,22.106
