...1,Timestamp,Air TempC.x,VPD.x,Vapor Pressure.x,Atmos Pressure.x,Solar,Wetness Level 1,Wetness Level 2,Air TempC.y,Atmos Pressure.y,VPD.y,Vapor Pressure.y,Atmos.Pressure,Air.TempC,VPD,Vapor.Pressure,Wetness.Level.1,Wetness.Level.2
NA,2024-06-19T05:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.66,20.2,0.03,2.339,499,457
NA,2024-06-19T05:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.67,20.1,0.03,2.323,502,457
NA,2024-06-19T06:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.69,20,0.03,2.304,504,457
NA,2024-06-19T06:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.71,20,0.03,2.303,508,457
NA,2024-06-19T06:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.73,19.9,0.02,2.299,510,457
NA,2024-06-19T06:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.74,19.9,0.02,2.293,512,456
NA,2024-06-19T07:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.76,19.9,0.02,2.294,513,456
NA,2024-06-19T07:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.77,19.9,0.02,2.294,512,455
NA,2024-06-19T07:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.79,19.9,0.02,2.303,509,454
NA,2024-06-19T07:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.8,20,0.03,2.306,499,453
NA,2024-06-19T08:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.82,20.2,0.03,2.326,491,452
NA,2024-06-19T08:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.84,20.4,0.04,2.357,480,452
NA,2024-06-19T08:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.86,20.9,0.06,2.404,467,452
NA,2024-06-19T08:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.87,21.2,0.08,2.433,458,451
NA,2024-06-19T09:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.88,21.6,0.11,2.469,456,451
NA,2024-06-19T09:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.9,21.9,0.14,2.489,456,451
NA,2024-06-19T09:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.91,22.4,0.18,2.528,456,450
NA,2024-06-19T09:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.91,22.9,0.23,2.566,455,450
NA,2024-06-19T10:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.91,23.8,0.4,2.555,453,448
NA,2024-06-19T10:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.9,24.7,0.58,2.529,453,448
NA,2024-06-19T10:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.91,25,0.65,2.523,453,448
NA,2024-06-19T10:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.91,25.5,0.72,2.541,452,447
NA,2024-06-19T11:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.91,26.8,0.97,2.554,451,446
NA,2024-06-19T11:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.91,27.1,1.05,2.523,450,446
NA,2024-06-19T11:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.9,27.8,1.3,2.441,450,445
NA,2024-06-19T11:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.9,28.1,1.4,2.408,450,445
NA,2024-06-19T12:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.89,28.5,1.5,2.39,448,444
NA,2024-06-19T12:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.89,28.4,1.52,2.357,449,444
NA,2024-06-19T12:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.89,28.7,1.55,2.383,448,444
NA,2024-06-19T12:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.88,29,1.69,2.309,448,443
NA,2024-06-19T13:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.88,28.7,1.64,2.305,449,444
NA,2024-06-19T13:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.88,28.6,1.46,2.447,448,444
NA,2024-06-19T13:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.88,28.7,1.55,2.382,448,443
NA,2024-06-19T13:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.87,29.6,1.84,2.297,447,443
NA,2024-06-19T14:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.86,29,1.66,2.342,448,444
NA,2024-06-19T14:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.85,29,1.48,2.533,447,443
NA,2024-06-19T14:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.83,29.8,1.8,2.396,446,443
NA,2024-06-19T14:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.83,29.9,1.83,2.379,447,443
NA,2024-06-19T15:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.82,28.9,1.47,2.518,448,444
NA,2024-06-19T15:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.81,29.8,1.8,2.379,446,442
NA,2024-06-19T15:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.81,29.6,1.73,2.42,447,443
NA,2024-06-19T15:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.8,29.8,1.7,2.494,447,443
NA,2024-06-19T16:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.79,30,1.61,2.624,446,443
NA,2024-06-19T16:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.78,29.9,1.73,2.481,446,442
NA,2024-06-19T16:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.77,29.8,1.8,2.385,447,442
NA,2024-06-19T16:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.76,30.1,1.84,2.436,447,443
NA,2024-06-19T17:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.76,30.2,1.88,2.406,447,443
NA,2024-06-19T17:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.76,29.8,1.74,2.449,447,443
NA,2024-06-19T17:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.76,29.4,1.52,2.574,448,443
NA,2024-06-19T17:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.74,29.2,1.38,2.673,448,444
NA,2024-06-19T18:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.74,29.4,1.46,2.628,448,444
NA,2024-06-19T18:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.72,29.2,1.42,2.63,449,444
NA,2024-06-19T18:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.72,28.6,1.27,2.647,449,444
NA,2024-06-19T18:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.72,28.4,1.28,2.595,449,444
NA,2024-06-19T19:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.69,28.5,1.21,2.68,448,444
NA,2024-06-19T19:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.7,28.4,1.19,2.669,450,445
NA,2024-06-19T19:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.7,27.8,1.06,2.67,450,445
NA,2024-06-19T19:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.69,27.4,0.95,2.684,450,446
NA,2024-06-19T20:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.7,26.9,0.88,2.661,451,446
NA,2024-06-19T20:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.71,26.5,0.83,2.633,451,446
NA,2024-06-19T20:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.72,25.7,0.66,2.641,452,447
NA,2024-06-19T20:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.72,24.8,0.47,2.667,453,447
NA,2024-06-19T21:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.72,24.6,0.44,2.649,453,448
NA,2024-06-19T21:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.73,24.2,0.4,2.614,454,448
NA,2024-06-19T21:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.74,23.6,0.32,2.592,454,449
NA,2024-06-19T21:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.76,23.2,0.26,2.573,455,449
NA,2024-06-19T22:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.78,22.8,0.23,2.544,455,450
NA,2024-06-19T22:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.79,22.5,0.2,2.528,456,450
NA,2024-06-19T22:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.81,22.2,0.17,2.511,456,450
NA,2024-06-19T22:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.82,22,0.15,2.495,456,451
NA,2024-06-19T23:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.83,21.8,0.14,2.477,456,451
NA,2024-06-19T23:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.84,21.7,0.13,2.46,456,451
NA,2024-06-19T23:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.84,21.5,0.12,2.448,456,451
NA,2024-06-19T23:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.85,21.4,0.11,2.437,456,451
NA,2024-06-20T00:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.85,21.4,0.11,2.433,456,451
NA,2024-06-20T00:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.85,21.2,0.1,2.405,456,451
NA,2024-06-20T00:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.84,21,0.1,2.382,457,451
NA,2024-06-20T00:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.85,20.8,0.09,2.361,458,451
NA,2024-06-20T01:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.85,20.6,0.08,2.346,459,451
NA,2024-06-20T01:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.86,20.5,0.07,2.332,461,451
NA,2024-06-20T01:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.85,20.3,0.07,2.312,464,451
NA,2024-06-20T01:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.85,20.2,0.07,2.292,467,451
NA,2024-06-20T02:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.85,20,0.06,2.275,470,452
NA,2024-06-20T02:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.86,19.9,0.05,2.263,473,452
NA,2024-06-20T02:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.87,19.8,0.05,2.252,476,453
NA,2024-06-20T02:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.87,19.6,0.05,2.23,479,453
NA,2024-06-20T03:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.86,19.4,0.05,2.211,481,454
NA,2024-06-20T03:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.87,19.3,0.04,2.192,485,455
NA,2024-06-20T03:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.88,19.2,0.04,2.182,488,455
NA,2024-06-20T03:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.89,19.1,0.04,2.165,490,456
NA,2024-06-20T04:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.9,18.9,0.03,2.153,492,456
NA,2024-06-20T04:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.91,18.9,0.03,2.143,493,456
NA,2024-06-20T04:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.92,18.8,0.03,2.141,496,456
NA,2024-06-20T04:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.94,18.7,0.03,2.131,497,455
NA,2024-06-20T05:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.94,18.8,0.03,2.134,500,455
NA,2024-06-20T05:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.93,18.7,0.02,2.136,502,455
NA,2024-06-20T05:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.93,18.7,0.02,2.129,503,455
NA,2024-06-20T05:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.93,18.6,0.02,2.123,506,456
NA,2024-06-20T06:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.94,18.5,0.02,2.11,508,457
NA,2024-06-20T06:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.95,18.4,0.02,2.093,512,459
NA,2024-06-20T06:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.96,18.3,0.02,2.08,514,460
NA,2024-06-20T06:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.97,18.2,0.02,2.071,517,461
NA,2024-06-20T07:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.97,18.2,0.02,2.074,522,461
NA,2024-06-20T07:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.97,18.5,0.02,2.108,524,457
NA,2024-06-20T07:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.97,19.8,0.04,2.262,519,450
NA,2024-06-20T07:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.97,20.6,0.17,2.256,509,449
NA,2024-06-20T08:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.97,20.5,0.19,2.226,486,449
NA,2024-06-20T08:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.98,20.4,0.18,2.225,462,449
NA,2024-06-20T08:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.98,20.6,0.16,2.257,456,450
NA,2024-06-20T08:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.98,21,0.17,2.318,456,450
NA,2024-06-20T09:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.99,21.8,0.24,2.377,455,449
NA,2024-06-20T09:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.99,22.6,0.31,2.43,454,449
NA,2024-06-20T09:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.99,23.5,0.48,2.416,453,448
NA,2024-06-20T09:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.99,24.3,0.69,2.348,453,447
NA,2024-06-20T10:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.99,25,0.84,2.321,452,447
NA,2024-06-20T10:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.98,25.7,1,2.296,451,446
NA,2024-06-20T10:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.98,26.5,1.15,2.318,451,446
NA,2024-06-20T10:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.99,27.3,1.27,2.362,450,445
NA,2024-06-20T11:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,99,28,1.42,2.35,450,445
NA,2024-06-20T11:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,99,28.6,1.53,2.378,449,444
NA,2024-06-20T11:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,99,28.7,1.57,2.374,449,444
NA,2024-06-20T11:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,99,28.8,1.55,2.4,449,444
NA,2024-06-20T12:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.99,29.1,1.6,2.43,449,444
NA,2024-06-20T12:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.97,29.3,1.64,2.433,448,444
NA,2024-06-20T12:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.97,29.5,1.75,2.374,449,444
NA,2024-06-20T12:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.96,29.5,1.7,2.424,448,443
NA,2024-06-20T13:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.95,29.8,1.76,2.442,448,443
NA,2024-06-20T13:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.95,30.2,1.89,2.392,447,443
NA,2024-06-20T13:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.94,31,2.17,2.328,447,442
NA,2024-06-20T13:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.93,30.6,2.16,2.23,447,442
NA,2024-06-20T14:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.91,30.7,2.16,2.263,446,442
NA,2024-06-20T14:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.9,31.6,2.35,2.304,445,442
NA,2024-06-20T14:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.88,31,2.37,2.137,445,442
NA,2024-06-20T14:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.87,31.5,2.39,2.221,442,441
NA,2024-06-20T15:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.86,31.4,2.36,2.232,445,441
NA,2024-06-20T15:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.85,30,1.93,2.313,446,442
NA,2024-06-20T15:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.83,30.9,2.25,2.214,444,441
NA,2024-06-20T15:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.82,31.4,2.39,2.2,445,441
NA,2024-06-20T16:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.8,31.9,2.52,2.199,443,440
NA,2024-06-20T16:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.78,32.3,2.71,2.132,444,440
NA,2024-06-20T16:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.77,32.6,2.68,2.228,444,440
NA,2024-06-20T16:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.76,32.4,2.62,2.231,444,441
NA,2024-06-20T17:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.75,31.8,2.51,2.173,445,441
NA,2024-06-20T17:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.74,30.9,2.11,2.362,446,442
NA,2024-06-20T17:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.73,30.9,2.01,2.449,446,442
NA,2024-06-20T17:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.7,31.1,1.99,2.533,446,442
NA,2024-06-20T18:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.69,31.6,2.26,2.377,446,441
NA,2024-06-20T18:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.68,31.6,2.36,2.277,446,441
NA,2024-06-20T18:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.68,30.9,2.06,2.406,446,442
NA,2024-06-20T18:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.68,29.4,1.59,2.509,447,443
NA,2024-06-20T19:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.68,29.3,1.43,2.639,447,443
NA,2024-06-20T19:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.67,29.3,1.38,2.688,447,443
NA,2024-06-20T19:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.68,28.9,1.34,2.636,448,444
NA,2024-06-20T19:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.69,28.2,1.24,2.588,449,444
NA,2024-06-20T20:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.69,27.3,1,2.62,449,445
NA,2024-06-20T20:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.68,26.4,0.8,2.635,450,446
NA,2024-06-20T20:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.69,25.7,0.66,2.634,451,446
NA,2024-06-20T20:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.69,25.2,0.58,2.628,451,447
NA,2024-06-20T21:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.7,25,0.54,2.617,452,447
NA,2024-06-20T21:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.7,24.5,0.48,2.587,452,447
NA,2024-06-20T21:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.7,24,0.42,2.575,453,448
NA,2024-06-20T21:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.71,23.7,0.37,2.559,453,448
NA,2024-06-20T22:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.73,23.3,0.32,2.538,454,448
NA,2024-06-20T22:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.75,23,0.29,2.526,454,449
NA,2024-06-20T22:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.76,22.8,0.26,2.51,454,449
NA,2024-06-20T22:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.77,22.6,0.24,2.493,455,449
NA,2024-06-20T23:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.78,22.3,0.22,2.472,455,450
NA,2024-06-20T23:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.78,22,0.19,2.451,455,450
NA,2024-06-20T23:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.77,21.8,0.17,2.438,455,450
NA,2024-06-20T23:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.78,21.6,0.16,2.415,456,450
NA,2024-06-21T00:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.79,21.4,0.14,2.399,456,451
NA,2024-06-21T00:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.8,21.2,0.13,2.383,456,451
NA,2024-06-21T00:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.79,21,0.12,2.364,456,451
NA,2024-06-21T00:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.79,20.8,0.11,2.35,457,451
NA,2024-06-21T01:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.79,20.7,0.09,2.342,458,451
NA,2024-06-21T01:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.79,20.6,0.08,2.339,459,451
NA,2024-06-21T01:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.78,20.4,0.08,2.312,462,451
NA,2024-06-21T01:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.77,20.2,0.07,2.297,463,451
NA,2024-06-21T02:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.77,20.1,0.07,2.284,466,451
NA,2024-06-21T02:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.76,20,0.06,2.275,468,451
NA,2024-06-21T02:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.75,19.9,0.06,2.255,471,451
NA,2024-06-21T02:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.75,19.7,0.06,2.234,474,451
NA,2024-06-21T03:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.75,19.6,0.05,2.226,476,451
NA,2024-06-21T03:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.75,19.5,0.05,2.217,478,451
NA,2024-06-21T03:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.74,19.5,0.05,2.208,480,452
NA,2024-06-21T03:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.74,19.3,0.05,2.196,482,452
NA,2024-06-21T04:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.73,19.3,0.04,2.195,483,452
NA,2024-06-21T04:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.72,19.2,0.04,2.179,485,452
NA,2024-06-21T04:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.72,19.1,0.04,2.163,488,453
NA,2024-06-21T04:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.72,18.9,0.04,2.139,491,454
NA,2024-06-21T05:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.71,18.8,0.04,2.12,494,454
NA,2024-06-21T05:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.72,18.7,0.04,2.117,496,455
NA,2024-06-21T05:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.73,18.6,0.03,2.105,499,456
NA,2024-06-21T05:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.73,18.5,0.03,2.095,501,457
NA,2024-06-21T06:00:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.74,18.4,0.03,2.078,504,458
NA,2024-06-21T06:15:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.75,18.2,0.03,2.064,506,459
NA,2024-06-21T06:30:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.76,18.1,0.03,2.051,508,459
NA,2024-06-21T06:45:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,98.76,18.1,0.02,2.049,510,460
